H2O,CO2,O3,CO,N2O,CH4,O2,NO,SO2,NO2,NH3,HNO3,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN,CF4,C4H2,HC3N,H2,CS,SO3,XS
3.166E+023,3.165E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,2.504E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,6.934E+022,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023,3.166E+023
3.102E+023,3.102E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,2.454E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,6.795E+022,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023,3.103E+023
2.996E+023,2.996E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.37E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,6.563E+022,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023,2.997E+023
2.912E+023,2.911E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.303E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,6.377E+022,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023,2.912E+023
2.848E+023,2.848E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.253E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,6.238E+022,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023,2.849E+023
2.742E+023,2.742E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.169E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,6.006E+022,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023,2.743E+023
2.679E+023,2.678E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.119E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,5.867E+022,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023,2.679E+023
2.594E+023,2.593E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.052E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,5.681E+022,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023,2.594E+023
2.509E+023,2.509E+023,2.51E+023,2.51E+023,2.51E+023,2.509E+023,1.985E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,5.496E+022,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023,2.51E+023
2.425E+023,2.424E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,1.918E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,5.31E+022,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023,2.425E+023
2.34E+023,2.339E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,1.851E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,5.125E+022,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023,2.34E+023
2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,1.801E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,4.985E+022,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023,2.276E+023
2.192E+023,2.191E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,1.734E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,4.8E+022,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023,2.192E+023
2.107E+023,2.106E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,1.666E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,4.614E+022,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023,2.107E+023
2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,1.616E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,4.475E+022,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023,2.043E+023
1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.549E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,4.289E+022,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023,1.958E+023
1.895E+023,1.894E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.499E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,4.149E+022,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023,1.895E+023
1.831E+023,1.83E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.448E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,4.01E+022,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023,1.831E+023
1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.381E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,3.824E+022,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023,1.746E+023
1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.314E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,3.638E+022,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023,1.661E+023
1.619E+023,1.618E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.281E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,3.545E+022,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023,1.619E+023
1.534E+023,1.533E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.213E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,3.359E+022,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023,1.534E+023
1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.161E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,3.215E+022,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023,1.468E+023
1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.111E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,3.075E+022,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023,1.404E+023
1.341E+023,1.34E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.06E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,2.936E+022,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023,1.341E+023
1.277E+023,1.276E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.01E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,2.796E+022,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023,1.277E+023
1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,9.613E+022,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,2.661E+022,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023,1.215E+023
1.154E+023,1.153E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,9.125E+022,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,2.526E+022,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023,1.154E+023
1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,8.671E+022,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,2.401E+022,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023,1.096E+023
1.037E+023,1.036E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,8.2E+022,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,2.27E+022,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023,1.037E+023
9.814E+022,9.811E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,7.763E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,2.149E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022,9.814E+022
9.261E+022,9.258E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,7.325E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,2.028E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022,9.261E+022
