H2O,CO2,O3,CO,N2O,CH4,O2,NO,SO2,NO2,NH3,HNO3,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN,CF4,C4H2,HC3N,H2,CS,SO3,XS
8.729E+022,8.726E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,6.905E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,1.912E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022,8.729E+022
8.197E+022,8.194E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,6.484E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,1.795E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022,8.197E+022
7.708E+022,7.705E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,6.097E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,1.688E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022,7.708E+022
7.218E+022,7.216E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,5.71E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,1.581E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022,7.218E+022
6.728E+022,6.726E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,5.322E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,1.473E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022,6.728E+022
6.281E+022,6.279E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,4.968E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,1.376E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022,6.281E+022
5.834E+022,5.832E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,4.615E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,1.278E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022,5.834E+022
5.408E+022,5.406E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,4.277E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,1.184E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022,5.408E+022
5.003E+022,5.001E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,3.957E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,1.096E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022,5.003E+022
4.598E+022,4.596E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,3.637E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,1.007E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022,4.598E+022
4.214E+022,4.212E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,3.333E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,9.228E+021,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022,4.214E+022
3.873E+022,3.871E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.063E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,8.481E+021,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022,3.873E+022
3.531E+022,3.53E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,2.793E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,7.734E+021,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022,3.531E+022
3.186E+022,3.185E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,2.52E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,6.977E+021,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022,3.186E+022
2.885E+022,2.884E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.282E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,6.317E+021,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022,2.885E+022
2.588E+022,2.587E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.047E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,5.668E+021,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022,2.588E+022
2.313E+022,2.312E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,1.829E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,5.065E+021,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022,2.313E+022
2.054E+022,2.053E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,1.625E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,4.499E+021,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022,2.054E+022
1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.43E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,3.96E+021,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022,1.808E+022
1.582E+022,1.581E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.251E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,3.464E+021,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022,1.582E+022
1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.085E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,3.005E+021,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022,1.372E+022
1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,9.312E+021,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,2.578E+021,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022,1.177E+022
1.002E+022,1.001E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,7.923E+021,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,2.194E+021,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022,1.002E+022
8.389E+021,8.386E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,6.635E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,1.837E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021,8.389E+021
6.929E+021,6.927E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,5.481E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,1.517E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021,6.929E+021
5.617E+021,5.616E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,4.443E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,1.23E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021,5.617E+021
4.479E+021,4.477E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,3.543E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,9.809E+020,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021,4.479E+021
3.469E+021,3.468E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,2.744E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,7.597E+020,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021,3.469E+021
2.609E+021,2.608E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.064E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,5.713E+020,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021,2.609E+021
1.877E+021,1.876E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.484E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,4.11E+020,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021,1.877E+021
1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.024E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,2.836E+020,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021,1.295E+021
8.424E+020,8.421E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,6.663E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,1.845E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020,8.424E+020
4.741E+020,4.739E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,3.75E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,1.038E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020,4.741E+020
