ALT,P1,P2,P3,P4,P5,P6,T1,T2,T3,T4,T5,T6,H2O_1,H2O_2,H2O_3,H2O_4,H2O_5,H2O_6,CO2_1,CO2_2,CO2_3,CO2_4,CO2_5,CO2_6,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,N2O_1,N2O_2,N2O_3,N2O_4,N2O_5,N2O_6,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CH4_1,CH4_2,CH4_3,CH4_4,CH4_5,CH4_6,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,BRD_1,BRD_2,BRD_3,BRD_4,BRD_5,BRD_6,NO,SO2,NO2,NH3,HNO3,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN,CF4,C4H2,HC3N,H2,CS,SO3
16.0,111.0,111.0,100.7,108.0,94.31,103.5,197.0,215.7,216.7,225.2,216.6,216.7,3e-06,3.3e-06,4.6e-06,4e-06,4.6e-06,3.95e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,1.444e-07,6e-07,1.1e-06,8.5e-07,1.5e-06,8.701e-07,2.877e-07,2.611e-07,2.611e-07,2.282e-07,2.611e-07,2.877e-07,3.069e-08,3.069e-08,3.069e-08,3.069e-08,3.069e-08,3.069e-08,1.582e-06,1.39e-06,1.39e-06,1.342e-06,1.342e-06,1.582e-06,0.209,0.209,0.209,0.209,0.209,0.209,4.084e+12,3.73e+12,3.368e+12,3.476e+12,3.156e+12,3.462e+12,2.68e-10,5.75e-11,3.19e-10,2.11e-13,7.37e-10,8.25e-14,1.05e-11,2.37e-10,1.7e-12,3e-12,3.16e-13,3.88e-10,3.58e-11,8.77e-12,0.781,1.52e-10,4.77e-10,2.94e-12,2.59e-12,2.14e-10,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
17.0,93.7,95.0,86.1,92.8,80.58,88.5,194.8,215.7,216.2,225.2,216.0,216.7,2.9e-06,3.2e-06,4.5e-06,4.05e-06,4.65e-06,3.85e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,2.5e-07,7e-07,1.4e-06,1e-06,1.9e-06,1.187e-06,2.783e-07,2.421e-07,2.421e-07,2.179e-07,2.421e-07,2.783e-07,2.489e-08,2.489e-08,2.489e-08,2.489e-08,2.489e-08,2.489e-08,1.553e-06,1.356e-06,1.356e-06,1.29e-06,1.29e-06,1.553e-06,0.209,0.209,0.209,0.209,0.209,0.209,3.486e+12,3.192e+12,2.886e+12,2.987e+12,2.704e+12,2.96e+12,2.52e-10,5.37e-11,5.19e-10,1.1e-13,1.31e-09,1.04e-13,1.69e-11,3.13e-10,1.7e-12,3e-12,5.65e-13,3.48e-10,3.5e-11,1.2e-11,0.781,1.49e-10,4.49e-10,2.3e-12,1.55e-12,1.49e-10,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
18.0,78.9,81.2,73.6,79.8,68.82,75.65,198.8,216.8,215.7,225.2,215.4,216.7,2.75e-06,3.15e-06,4.5e-06,4.3e-06,4.7e-06,3.825e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,5e-07,1e-06,1.8e-06,1.3e-06,2.45e-06,1.587e-06,2.671e-07,2.174e-07,2.174e-07,2.035e-07,2.174e-07,2.671e-07,1.966e-08,1.966e-08,1.966e-08,1.966e-08,1.966e-08,1.966e-08,1.521e-06,1.323e-06,1.323e-06,1.23e-06,1.23e-06,1.521e-06,0.209,0.209,0.209,0.209,0.209,0.209,2.877e+12,2.715e+12,2.473e+12,2.568e+12,2.316e+12,2.53e+12,2.4e-10,4.78e-11,7.71e-10,6.7e-14,2.11e-09,1.3e-13,2.57e-11,3.85e-10,1.7e-12,3e-12,1.04e-12,3.09e-10,3.42e-11,1.63e-11,0.781,1.45e-10,4.21e-10,2.24e-12,8.63e-13,1.05e-10,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
19.0,66.6,69.5,62.8,68.6,58.75,64.67,202.7,217.9,215.2,225.2,214.8,216.7,2.6e-06,3.2e-06,4.5e-06,4.5e-06,4.75e-06,3.85e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,9.5e-07,1.5e-06,2.3e-06,1.7e-06,3.1e-06,2.03e-06,2.527e-07,1.843e-07,1.843e-07,1.817e-07,1.843e-07,2.527e-07,1.549e-08,1.549e-08,1.549e-08,1.549e-08,1.549e-08,1.549e-08,1.48e-06,1.281e-06,1.281e-06,1.157e-06,1.161e-06,1.48e-06,0.209,0.209,0.209,0.209,0.209,0.209,2.381e+12,2.312e+12,2.115e+12,2.208e+12,1.982e+12,2.163e+12,2.44e-10,3.97e-11,1.06e-09,3.97e-14,3.17e-09,1.64e-13,4.02e-11,4.42e-10,1.7e-12,3e-12,2.04e-12,2.74e-10,3.39e-11,2.26e-11,0.781,1.41e-10,3.95e-10,2.68e-12,5.3e-13,7.96e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
20.0,56.5,59.5,53.7,59.0,50.14,55.29,206.7,219.2,215.2,225.2,214.2,216.7,2.6e-06,3.3e-06,4.5e-06,4.6e-06,4.8e-06,3.9e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,1.4e-06,2e-06,2.9e-06,2.1e-06,3.7e-06,2.579e-06,2.365e-07,1.607e-07,1.621e-07,1.567e-07,1.621e-07,2.365e-07,1.331e-08,1.331e-08,1.331e-08,1.331e-08,1.331e-08,1.331e-08,1.424e-06,1.224e-06,1.224e-06,1.072e-06,1.084e-06,1.424e-06,0.209,0.209,0.209,0.209,0.209,0.209,1.981e+12,1.967e+12,1.809e+12,1.899e+12,1.697e+12,1.849e+12,2.55e-10,3.19e-11,1.39e-09,2.41e-14,4.2e-09,2.16e-13,5.77e-11,4.89e-10,1.7e-12,3e-12,4.64e-12,2.41e-10,3.43e-11,3.07e-11,0.781,1.37e-10,3.69e-10,3.68e-12,3.1e-13,6.01e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
21.0,48.0,51.0,45.8,50.7,42.77,47.29,210.7,220.4,215.2,225.2,213.6,217.6,2.65e-06,3.45e-06,4.5e-06,4.7e-06,4.85e-06,3.975e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,1.8e-06,2.4e-06,3.5e-06,2.7e-06,4e-06,3.028e-06,2.194e-07,1.323e-07,1.362e-07,1.35e-07,1.362e-07,2.194e-07,1.232e-08,1.232e-08,1.232e-08,1.232e-08,1.232e-08,1.232e-08,1.355e-06,1.154e-06,1.154e-06,9.903e-07,1.014e-06,1.355e-06,0.209,0.209,0.209,0.209,0.209,0.209,1.651e+12,1.677e+12,1.543e+12,1.632e+12,1.451e+12,1.575e+12,2.77e-10,2.67e-11,1.76e-09,1.92e-14,4.94e-09,3.4e-13,7.77e-11,5.22e-10,1.7e-12,3e-12,8.15e-12,2.14e-10,3.68e-11,4.29e-11,0.781,1.34e-10,3.43e-10,5.62e-12,1.89e-13,4.57e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
22.0,40.9,43.7,39.1,43.6,36.47,40.47,214.6,221.6,215.2,225.2,213.0,218.6,2.8e-06,3.6e-06,4.53e-06,4.8e-06,4.9e-06,4.065e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,2.4e-06,2.9e-06,3.9e-06,3.3e-06,4.2e-06,3.647e-06,2.051e-07,1.146e-07,1.23e-07,1.218e-07,1.23e-07,2.051e-07,1.232e-08,1.232e-08,1.232e-08,1.232e-08,1.232e-08,1.232e-08,1.272e-06,1.066e-06,1.066e-06,9.17e-07,9.561e-07,1.272e-06,0.209,0.209,0.209,0.209,0.209,0.209,1.381e+12,1.429e+12,1.317e+12,1.403e+12,1.241e+12,1.342e+12,3.07e-10,2.28e-11,2.16e-09,1.72e-14,5.46e-09,5.09e-13,9.9e-11,5.49e-10,1.7e-12,3e-12,1.07e-11,1.88e-10,4.03e-11,5.76e-11,0.781,1.3e-10,3.17e-10,1.03e-11,1.04e-13,3.4e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
23.0,35.0,37.6,33.4,37.5,31.09,34.67,217.0,222.8,215.2,225.2,212.4,219.6,2.9e-06,3.85e-06,4.55e-06,4.83e-06,4.95e-06,4.2e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,3.4e-06,3.4e-06,4.3e-06,3.7e-06,4.5e-06,4.168e-06,1.967e-07,1.035e-07,1.124e-07,1.102e-07,1.122e-07,1.967e-07,1.307e-08,1.307e-08,1.307e-08,1.307e-08,1.307e-08,1.307e-08,1.191e-06,9.73e-07,9.73e-07,8.574e-07,9.009e-07,1.191e-06,0.209,0.209,0.209,0.209,0.209,0.209,1.169e+12,1.223e+12,1.125e+12,1.207e+12,1.061e+12,1.144e+12,3.6e-10,2.07e-11,2.58e-09,1.59e-14,5.74e-09,7.59e-13,1.23e-10,5.75e-10,1.7e-12,3e-12,1.52e-11,1.64e-10,4.5e-11,7.65e-11,0.781,1.25e-10,2.86e-10,1.97e-11,5.75e-14,2.6e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
24.0,30.0,32.2,28.6,32.28,26.49,29.72,219.2,223.9,215.2,226.6,211.8,220.6,3.2e-06,4e-06,4.6e-06,4.85e-06,5e-06,4.3e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,4.3e-06,4e-06,4.7e-06,4.2e-06,4.6e-06,4.627e-06,1.875e-07,9.622e-08,1.048e-07,9.893e-08,1.043e-07,1.875e-07,1.4e-08,1.4e-08,1.4e-08,1.4e-08,1.4e-08,1.4e-08,1.118e-06,8.8e-07,8.8e-07,8.013e-07,8.479e-07,1.118e-06,0.209,0.209,0.209,0.209,0.209,0.209,992000000000.0,1.042e+12,963300000000.0,1.033e+12,906500000000.0,976500000000.0,4.51e-10,1.9e-11,3.06e-09,1.44e-14,5.84e-09,1.16e-12,1.5e-10,6.04e-10,1.7e-12,3e-12,2.24e-11,1.37e-10,5.06e-11,9.92e-11,0.781,1.19e-10,2.48e-10,3.7e-11,2.23e-14,1.89e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
25.0,25.7,27.7,24.4,27.8,22.56,25.49,221.4,225.1,215.2,228.1,211.2,221.6,3.25e-06,4.2e-06,4.65e-06,4.9e-06,5e-06,4.425e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,5.4e-06,4.8e-06,5.1e-06,4.5e-06,4.7e-06,5.118e-06,1.756e-07,8.958e-08,9.661e-08,8.775e-08,9.57e-08,1.756e-07,1.521e-08,1.521e-08,1.498e-08,1.51e-08,1.521e-08,1.498e-08,1.055e-06,7.888e-07,7.931e-07,7.477e-07,7.961e-07,1.055e-06,0.209,0.209,0.209,0.209,0.209,0.209,841300000000.0,891900000000.0,821800000000.0,883400000000.0,774200000000.0,833700000000.0,6.85e-10,1.75e-11,3.74e-09,1.23e-14,5.61e-09,2.18e-12,1.82e-10,6.51e-10,1.71e-12,3e-12,3.97e-11,1.08e-10,5.82e-11,1.31e-10,0.781,1.13e-10,1.91e-10,6.2e-11,8.51e-15,1.22e-11,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
27.5,17.63,19.07,16.46,19.23,15.13,17.43,227.0,228.45,215.5,231.0,213.6,224.0,3.6e-06,4.45e-06,4.7e-06,4.95e-06,5e-06,4.575e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,7.8e-06,6e-06,5.6e-06,5.3e-06,4.9e-06,5.803e-06,1.588e-07,8.006e-08,8.693e-08,7.327e-08,8.598e-08,1.588e-07,1.722e-08,1.722e-08,1.598e-08,1.649e-08,1.722e-08,1.598e-08,9.87e-07,7.046e-07,7.13e-07,6.956e-07,7.449e-07,9.87e-07,0.209,0.209,0.209,0.209,0.209,0.209,562900000000.0,605000000000.0,553600000000.0,603400000000.0,513400000000.0,564000000000.0,1.28e-09,1.54e-11,4.81e-09,9.37e-15,4.82e-09,5e-12,2.3e-10,7.51e-10,1.76e-12,3e-12,8.48e-11,6.7e-11,7.21e-11,1.84e-10,0.781,1.05e-10,1.1e-10,1.03e-10,4.09e-15,5.74e-12,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
30.0,12.2,13.2,11.1,13.4,10.2,11.97,232.3,233.7,217.4,235.1,216.0,226.5,4e-06,4.7e-06,4.75e-06,5e-06,5e-06,4.725e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,9.3e-06,7e-06,6.1e-06,5.7e-06,5.4e-06,6.553e-06,1.416e-07,6.698e-08,7.524e-08,5.941e-08,7.314e-08,1.416e-07,1.995e-08,1.995e-08,1.71e-08,1.808e-08,2.037e-08,1.71e-08,9.136e-07,6.315e-07,6.438e-07,6.442e-07,6.941e-07,9.136e-07,0.209,0.209,0.209,0.209,0.209,0.209,380700000000.0,409400000000.0,370100000000.0,413100000000.0,342300000000.0,383000000000.0,2.45e-09,1.34e-11,6.16e-09,6.35e-15,3.74e-09,1.17e-11,2.83e-10,9.88e-10,1.9e-12,3e-12,1.85e-10,2.96e-11,8.73e-11,2.45e-10,0.781,9.73e-11,4.72e-11,1.36e-10,2.52e-15,2.14e-12,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
32.5,8.52,9.3,7.56,9.4,6.91,8.258,237.7,239.0,220.4,240.0,218.5,229.6,4.3e-06,4.85e-06,4.8e-06,5e-06,5e-06,4.825e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,9.85e-06,8.1e-06,6.8e-06,6.9e-06,5.9e-06,7.373e-06,1.165e-07,4.958e-08,6.126e-08,4.154e-08,5.71e-08,1.165e-07,2.266e-08,2.266e-08,1.85e-08,1.997e-08,2.486e-08,1.85e-08,8.3e-07,5.592e-07,5.746e-07,5.888e-07,6.434e-07,8.3e-07,0.209,0.209,0.209,0.209,0.209,0.209,259800000000.0,282000000000.0,248600000000.0,283900000000.0,229200000000.0,252400000000.0,4.53e-09,1.21e-11,7.21e-09,3.68e-15,2.59e-09,3.4e-11,3.2e-10,1.28e-09,2.26e-12,3e-12,3.57e-10,1.21e-11,1.01e-10,2.96e-10,0.781,9.04e-11,1.79e-11,1.36e-10,1.86e-15,8.49e-13,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
35.0,6.0,6.52,5.18,6.61,4.701,5.746,243.1,245.2,227.9,247.2,222.3,236.5,4.6e-06,4.95e-06,4.85e-06,5e-06,5e-06,4.9e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,9.7e-06,8.9e-06,7.1e-06,7.7e-06,6.2e-06,7.837e-06,9.275e-08,3.695e-08,5.116e-08,3.032e-08,4.67e-08,9.275e-08,2.487e-08,2.487e-08,1.997e-08,2.183e-08,3.168e-08,2.009e-08,7.46e-07,5.008e-07,5.05e-07,5.24e-07,5.883e-07,7.46e-07,0.209,0.209,0.209,0.209,0.209,0.209,178900000000.0,192700000000.0,164700000000.0,193800000000.0,153300000000.0,176100000000.0,7.14e-09,1.16e-11,7.28e-09,1.82e-15,1.64e-09,8.35e-11,3.48e-10,1.57e-09,2.82e-12,3e-12,5.08e-10,4.31e-12,1.11e-10,3.21e-10,0.781,8.46e-11,7.35e-12,1.13e-10,1.52e-15,3.42e-13,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
37.5,4.26,4.64,3.6,4.72,3.23,4.041,248.5,251.3,235.5,254.6,228.5,243.4,4.9e-06,5e-06,4.9e-06,5e-06,5e-06,4.95e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,8.8e-06,8.7e-06,7.2e-06,7.8e-06,6.25e-06,7.8e-06,6.693e-08,2.519e-08,3.968e-08,1.949e-08,3.439e-08,6.693e-08,2.738e-08,2.716e-08,2.147e-08,2.343e-08,4.429e-08,2.22e-08,6.618e-07,4.453e-07,4.481e-07,4.506e-07,5.238e-07,6.618e-07,0.209,0.209,0.209,0.209,0.209,0.209,124300000000.0,133800000000.0,110800000000.0,134400000000.0,102500000000.0,123800000000.0,9.34e-09,1.21e-11,6.26e-09,9.26e-16,9.68e-10,1.7e-10,3.72e-10,1.69e-09,3.69e-12,3e-12,6.07e-10,1.6e-12,1.13e-10,3.04e-10,0.781,8.02e-11,3.03e-12,8.51e-11,1.32e-15,1.34e-13,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
40.0,3.05,3.33,2.53,3.4,2.243,2.871,254.0,257.5,243.2,262.1,234.7,250.4,5.2e-06,5.1e-06,4.95e-06,5e-06,5e-06,5.025e-06,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,7.5e-06,7.55e-06,6.9e-06,7e-06,5.9e-06,7.3e-06,4.513e-08,1.736e-08,2.995e-08,1.274e-08,2.471e-08,4.513e-08,3.098e-08,2.962e-08,2.331e-08,2.496e-08,6.472e-08,2.497e-08,5.638e-07,3.916e-07,3.931e-07,3.708e-07,4.505e-07,5.638e-07,0.209,0.209,0.209,0.209,0.209,0.209,87030000000.0,93730000000.0,75400000000.0,94020000000.0,69270000000.0,83100000000.0,1.12e-08,1.36e-11,4.03e-09,2.94e-16,5.33e-10,2.85e-10,3.95e-10,1.74e-09,4.91e-12,3e-12,5.95e-10,6.71e-13,1.03e-10,2.48e-10,0.781,7.63e-11,1.32e-12,6.37e-11,1.18e-15,5.39e-14,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
